con,locus,end,L,sym,cid,orth,rna
ABJY02000011,BBUCA112A_0070,58684,-1778,,138,1,
ABJY02000011,BBUCA112A_0071,61458,881,,604,1,
ABJY02000011,BBUCA112A_0072,62706,1238,,332,1,
ABJY02000011,BBUCA112A_0073,63182,461,,1152,1,
ABJY02000011,BBUCA112A_0074,64670,1472,,214,1,
ABJY02000011,BBUCA112A_0075,67002,2324,,58,1,
ABJY02000011,BBUCA112A_0076,67559,560,,1023,1,
ABJY02000011,BBUCA112A_0077,68652,848,prfB,435,1,
ABJY02000011,BBUCA112A_0078,70043,1409,,238,1,
ABJY02000011,BBUCA112A_0079,70925,845,ftsY,665,1,
ABJY02000011,BBUCA112A_0080,71950,995,,452,1,
ABJY02000011,BBUCA112A_0081,73204,1253,lolE,325,1,
ABJY02000011,BBUCA112A_0082,73886,680,,847,1,
ABJY02000011,BBUCA112A_0083,74338,455,,326,,
ABJY02000011,BBUCA112A_0084,75131,758,,326,1,
ABJY02000011,BBUCA112A_0085,75141,-1298,,298,1,
ABJY02000011,BBUCA112A_0086,76432,-320,,1307,1,
ABJY02000011,BBUCA112A_0087,77222,287,,315,,
ABJY02000011,BBUCA112A_0088,78202,797,,315,1,
ABJY02000011,BBUCA112A_0089,78836,425,,1205,1,
ABJY02000011,BBUCA112A_0090,80368,1535,,176,1,
ABJY02000011,BBUCA112A_0091,80398,-950,,556,1,
ABJY02000011,BBUCA112A_0092,81469,-1679,lepA,126,1,
ABJY02000011,BBUCA112A_0093,83308,-974,,511,1,
ABJY02000011,BBUCA112A_0094,84354,-434,,1186,1,
ABJY02000012,BBUCA112A_0095,1,-1526,,125,1,
ABJY02000012,BBUCA112A_0096,1524,-608,,956,1,
ABJY02000012,BBUCA112A_0097,2135,-1304,,287,1,
ABJY02000012,BBUCA112A_0098,3462,-1727,,144,1,
ABJY02000012,BBUCA112A_0099,5203,-545,,1031,1,
ABJY02000012,BBUCA112A_0100,5758,-599,,977,1,
ABJY02000012,BBUCA112A_0101,6544,-386,,1244,1,
ABJY02000012,BBUCA112A_0102,6936,-2342,,55,1,
ABJY02000012,BBUCA112A_0103,9268,-923,rsgA,573,1,
ABJY02000012,BBUCA112A_0104,10188,-917,murI,596,1,
ABJY02000012,BBUCA112A_0105,12529,1388,asnS,222,1,
ABJY02000012,BBUCA112A_0106,13070,-593,,988,1,
ABJY02000012,BBUCA112A_0107,13073,521,,1103,1,
ABJY02000012,BBUCA112A_0108,13849,-1424,,221,1,
ABJY02000012,BBUCA112A_0109,15340,-755,map,790,1,
ABJY02000012,BBUCA112A_0110,16088,-1535,,83,1,
ABJY02000012,BBUCA112A_0111,17742,-437,nusB,5002,1,
ABJY02000012,BBUCA112A_0112,18208,-1010,,496,1,
ABJY02000012,BBUCA112A_0113,19298,-1196,,335,1,
ABJY02000012,BBUCA112A_0114,21995,1364,,261,1,
ABJY02000012,BBUCA112A_0115,21999,-1367,dnaB,249,1,
ABJY02000012,BBUCA112A_0116,23370,-521,rplI,1101,1,
ABJY02000012,BBUCA112A_0117,23908,-290,rpsR,1369,1,
ABJY02000012,BBUCA112A_0118,24212,-449,,1173,1,
ABJY02000012,BBUCA112A_0119,24673,-419,,1212,1,
ABJY02000012,BBUCA112A_0120,25233,-1694,,150,1,
ABJY02000012,BBUCA112A_0122,27829,-1301,rseP,290,1,
ABJY02000012,BBUCA112A_0123,27832,701,,845,1,
ABJY02000012,BBUCA112A_0124,29149,-851,cdsA,552,1,
ABJY02000012,BBUCA112A_0125,30002,-692,uppS,858,1,
ABJY02000012,BBUCA112A_0126,30699,-554,frr,1055,1,
ABJY02000012,BBUCA112A_0127,31288,-839,tsf,633,1,
ABJY02000012,BBUCA112A_0128,32131,-782,rpsB,748,1,
ABJY02000012,BBUCA112A_0129,33127,-278,,1405,1,
ABJY02000012,BBUCA112A_0130,33424,-722,,742,1,
ABJY02000012,BBUCA112A_0131,34203,-611,,963,1,
ABJY02000012,BBUCA112A_0132,34814,-1655,,160,1,
ABJY02000012,BBUCA112A_0133,36472,-665,cmk,896,1,
ABJY02000012,BBUCA112A_0134,37121,-749,,787,1,
ABJY02000012,BBUCA112A_0135,37857,-767,,761,1,
ABJY02000012,BBUCA112A_0136,38639,-1097,recA,415,1,
ABJY02000012,BBUCA112A_0137,39750,-2705,,39,1,
ABJY02000012,BBUCA112A_0138,42493,-944,,570,1,
ABJY02000012,BBUCA112A_0139,44748,1127,,368,1,
ABJY02000012,BBUCA112A_0140,44795,-1370,hisS,258,1,
ABJY02000012,BBUCA112A_0141,48187,1889,,108,1,
ABJY02000012,BBUCA112A_0142,48197,-1892,,107,1,
ABJY02000012,BBUCA112A_0144,50759,-311,,1255,1,
ABJY02000012,BBUCA112A_0145,51072,-3215,,22,1,
ABJY02000012,BBUCA112A_0146,54306,-953,,540,1,
ABJY02000012,BBUCA112A_0147,55271,-1286,,233,1,
ABJY02000012,BBUCA112A_0149,56913,-872,,613,1,
ABJY02000012,BBUCA112A_0150,57798,-899,,609,1,
ABJY02000012,BBUCA112A_0151,58704,-1118,,388,1,
ABJY02000012,BBUCA112A_0152,59976,-1010,,512,1,
ABJY02000012,BBUCA112A_0153,61113,-1997,,91,1,
ABJY02000012,BBUCA112A_0154,64505,1205,nagA,341,1,
ABJY02000012,BBUCA112A_0155,65338,806,nagB,683,1,
ABJY02000012,BBUCA112A_0156,65401,-611,,863,1,
ABJY02000012,BBUCA112A_0157,66027,-2699,secA,38,1,
ABJY02000012,BBUCA112A_0158,69925,1136,,385,1,
ABJY02000012,BBUCA112A_0159,70388,434,,1189,1,
ABJY02000012,BBUCA112A_0160,70801,416,,1222,1,
ABJY02000012,BBUCA112A_0161,71671,716,,712,1,
ABJY02000012,BBUCA112A_0162,72369,674,,876,1,
ABJY02000012,BBUCA112A_0163,73527,-1601,,156,1,
ABJY02000012,BBUCA112A_0164,73535,1118,alr,402,1,
ABJY02000012,BBUCA112A_0165,75372,167,,1547,1,
ABJY02000012,BBUCA112A_0166,75399,-1748,,143,1,
ABJY02000012,BBUCA112A_0167,77228,-986,,513,1,
ABJY02000012,BBUCA112A_0168,78242,-1844,,119,1,
ABJY02000012,BBUCA112A_0169,80206,-959,malQ,198,1,
ABJY02000012,BBUCA112A_0170,81254,-308,,198,,
ABJY02000012,BBUCA112A_0171,83013,1145,,365,1,
ABJY02000013,BBUCA112A_0173,494,221,infA,1483,1,
ABJY02000013,BBUCA112A_0174,542,-2003,,88,1,
ABJY02000013,BBUCA112A_0175,2539,-587,,998,1,
ABJY02000013,BBUCA112A_0176,3108,-986,,482,1,
ABJY02000013,BBUCA112A_0177,4091,-1001,,503,1,
ABJY02000013,BBUCA112A_0178,5079,-905,,605,1,
ABJY02000013,BBUCA112A_0179,5988,-875,,627,1,
ABJY02000013,BBUCA112A_0180,6878,-992,,526,1,
ABJY02000013,BBUCA112A_0181,7927,-626,gidB,935,1,
ABJY02000013,BBUCA112A_0182,8550,-1865,gidA,111,1,
ABJY02000013,BBUCA112A_0183,10418,-1121,trmE,247,1,
ABJY02000013,BBUCA112A_0184,11629,-182,,247,,
ABJY02000013,BBUCA112A_0185,12389,494,,1125,1,
ABJY02000013,BBUCA112A_0186,13567,1166,flgK,112,1,
ABJY02000013,BBUCA112A_0187,14283,455,,112,,
ABJY02000013,BBUCA112A_0188,15560,1274,flgL,312,1,
ABJY02000013,BBUCA112A_0189,15954,392,,1241,1,
ABJY02000013,BBUCA112A_0190,16186,-653,,870,1,
ABJY02000013,BBUCA112A_0191,16202,245,csrA,1459,1,
ABJY02000013,BBUCA112A_0192,16832,-413,,1204,1,
ABJY02000013,BBUCA112A_0193,17242,-260,,1359,1,
ABJY02000013,BBUCA112A_0194,17716,-347,rplT,1313,1,
ABJY02000013,BBUCA112A_0195,18084,-200,rpmI,1570,1,
ABJY02000013,BBUCA112A_0196,18307,-560,infC,1042,1,
ABJY02000013,BBUCA112A_0198,19725,530,,903,1,
ABJY02000013,BBUCA112A_0199,20467,740,,789,1,
ABJY02000013,BBUCA112A_0200,20526,-809,,717,1,
ABJY02000013,BBUCA112A_0201,21332,-1139,,379,1,
ABJY02000013,BBUCA112A_0202,23882,1073,prfA,429,1,
ABJY02000013,BBUCA112A_0203,24745,860,,655,1,
ABJY02000013,BBUCA112A_0204,26705,2003,,94,1,
ABJY02000013,BBUCA112A_0205,28959,2264,,57,1,
ABJY02000013,BBUCA112A_0206,28990,-1085,,410,1,
ABJY02000013,BBUCA112A_0207,30077,-1526,,189,1,
ABJY02000013,BBUCA112A_0209,33113,1238,,328,1,
ABJY02000013,BBUCA112A_0210,34097,935,hflK,581,1,
ABJY02000013,BBUCA112A_0211,35069,971,hflC,545,1,
ABJY02000013,BBUCA112A_0214,37105,1550,,173,1,
ABJY02000013,BBUCA112A_0215,37109,-569,,943,1,
ABJY02000013,BBUCA112A_0216,38567,971,galU,546,1,
ABJY02000013,BBUCA112A_0217,40299,1745,,145,1,
ABJY02000013,BBUCA112A_0218,41093,767,,63,1,
ABJY02000013,BBUCA112A_0219,44283,3197,,14,1,
ABJY02000013,BBUCA112A_0220,46122,1832,,123,1,
ABJY02000013,BBUCA112A_0221,47175,1034,,489,1,
ABJY02000013,BBUCA112A_0223,47288,-653,,904,1,
ABJY02000013,BBUCA112A_0224,47919,-578,efp,1010,1,
ABJY02000013,BBUCA112A_0225,49502,839,,606,1,
ABJY02000013,BBUCA112A_0226,50500,908,pstC,603,1,
ABJY02000013,BBUCA112A_0227,52041,1436,,193,1,
ABJY02000013,BBUCA112A_0228,52824,782,pstB,753,1,
ABJY02000013,BBUCA112A_0229,52827,-821,,702,1,
ABJY02000013,BBUCA112A_0230,53689,-1784,,135,1,
ABJY02000013,BBUCA112A_0231,55473,-1217,,327,1,
ABJY02000013,BBUCA112A_0232,56677,-707,,833,1,
ABJY02000013,BBUCA112A_0233,57405,-311,,5005,1,
ABJY02000008,BBUCA112A_0234,1030,-1277,serS,285,1,
ABJY02000008,BBUCA112A_0235,1040,1001,,515,1,
ABJY02000008,BBUCA112A_0236,3138,701,,834,1,
ABJY02000008,BBUCA112A_0237,6069,2915,,31,1,
ABJY02000008,BBUCA112A_0238,6105,-245,rpmE,1391,1,
ABJY02000008,BBUCA112A_0239,6411,-1547,rho,183,1,
ABJY02000008,BBUCA112A_0240,8038,-407,,1232,1,
ABJY02000008,BBUCA112A_0241,8446,-326,hup,1337,1,
ABJY02000008,BBUCA112A_0242,8785,-257,rpsT,1341,1,
ABJY02000008,BBUCA112A_0243,9117,-827,,672,1,
ABJY02000008,BBUCA112A_0244,9960,-1106,ychF,411,1,
ABJY02000008,BBUCA112A_0245,11099,-2006,,84,1,
ABJY02000008,BBUCA112A_0246,14819,1565,lnt,187,1,
ABJY02000008,BBUCA112A_0247,15593,-605,,954,1,
ABJY02000008,BBUCA112A_0248,17370,764,,757,1,
ABJY02000008,BBUCA112A_0249,18918,1505,glpK,205,1,
ABJY02000008,BBUCA112A_0251,20905,1583,,178,1,
ABJY02000008,BBUCA112A_0252,20992,-494,,1124,1,
ABJY02000008,BBUCA112A_0253,21473,-554,,1049,1,
ABJY02000008,BBUCA112A_0254,22028,-1025,,474,1,
ABJY02000008,BBUCA112A_0255,23855,605,rdgB,971,1,
ABJY02000008,BBUCA112A_0256,25747,1772,pepF,140,1,
ABJY02000008,BBUCA112A_0257,26465,704,,843,1,
ABJY02000008,BBUCA112A_0258,27076,614,,962,1,
ABJY02000008,BBUCA112A_0260,29801,2522,leuS,45,1,
ABJY02000008,BBUCA112A_0261,32108,-2420,,50,1,
ABJY02000008,BBUCA112A_0262,32119,2303,,60,1,
ABJY02000008,BBUCA112A_0263,36930,2126,recJ,74,1,
ABJY02000008,BBUCA112A_0264,37867,944,,562,1,
ABJY02000008,BBUCA112A_0265,38091,209,rpsU,1521,1,
ABJY02000008,BBUCA112A_0266,38129,-2363,,54,1,
ABJY02000008,BBUCA112A_0267,40489,-800,,727,1,
ABJY02000008,BBUCA112A_0268,41304,-2153,,71,1,
ABJY02000008,BBUCA112A_0269,43450,-1013,,493,1,
ABJY02000008,BBUCA112A_0270,46052,1379,,243,1,
ABJY02000008,BBUCA112A_0271,46059,-1253,,317,1,
ABJY02000008,BBUCA112A_0272,47880,506,,1113,1,
ABJY02000008,BBUCA112A_0273,47906,-1469,,202,1,
ABJY02000008,BBUCA112A_0274,49353,-521,,1100,1,
ABJY02000008,BBUCA112A_0275,49894,-302,,1366,1,
ABJY02000008,BBUCA112A_0276,50223,-1904,,104,1,
ABJY02000008,BBUCA112A_0277,52130,-479,,1144,1,
ABJY02000008,BBUCA112A_0278,52616,-887,,625,1,
ABJY02000008,BBUCA112A_0279,53515,-1166,,356,1,
ABJY02000008,BBUCA112A_0280,54685,-2090,flhA,81,1,
ABJY02000008,BBUCA112A_0281,56787,-1118,flhB,394,1,
ABJY02000008,BBUCA112A_0282,57905,-788,fliR,718,1,
ABJY02000008,BBUCA112A_0283,58726,-263,fliQ,1430,1,
ABJY02000008,BBUCA112A_0284,58998,-764,fliP,773,1,
ABJY02000008,BBUCA112A_0285,59773,-626,,919,1,
ABJY02000008,BBUCA112A_0286,60392,-341,,1319,1,
ABJY02000008,BBUCA112A_0287,60779,-1058,fliM,453,1,
ABJY02000008,BBUCA112A_0288,61875,-536,fliL,1086,1,
ABJY02000008,BBUCA112A_0289,62460,-782,,750,1,
ABJY02000008,BBUCA112A_0290,63242,-782,,752,1,
ABJY02000008,BBUCA112A_0291,64021,-224,,1501,1,
ABJY02000008,BBUCA112A_0292,64268,-1328,,283,1,
ABJY02000008,BBUCA112A_0293,65601,-443,flgD,1177,1,
ABJY02000008,BBUCA112A_0294,66058,-1178,,350,1,
ABJY02000008,BBUCA112A_0295,67244,-617,,957,1,
ABJY02000008,BBUCA112A_0296,67854,-431,,1194,1,
ABJY02000008,BBUCA112A_0297,68282,-1310,fliI,292,1,
ABJY02000008,BBUCA112A_0298,69611,-920,,592,1,
ABJY02000008,BBUCA112A_0299,70546,-1034,fliG,476,1,
ABJY02000008,BBUCA112A_0300,71596,-1709,fliF,151,1,
ABJY02000008,BBUCA112A_0301,73320,-335,fliE,1316,1,
ABJY02000008,BBUCA112A_0302,73667,-458,flgC,1160,1,
ABJY02000008,BBUCA112A_0303,74149,-407,flgB,1226,1,
ABJY02000008,BBUCA112A_0304,74590,-1346,hslU,272,1,
ABJY02000008,BBUCA112A_0305,75929,-548,,1066,1,
ABJY02000008,BBUCA112A_0306,76486,-944,,563,1,
ABJY02000008,BBUCA112A_0307,77440,-692,,857,1,
ABJY02000008,BBUCA112A_0308,78133,-1199,ftsZ,331,1,
ABJY02000008,BBUCA112A_0309,79354,-1241,ftsA,329,1,
ABJY02000008,BBUCA112A_0310,80595,-743,,798,1,
ABJY02000008,BBUCA112A_0311,81374,-1058,ftsW,414,1,
ABJY02000008,BBUCA112A_0312,82475,-1055,mraY,460,1,
ABJY02000008,BBUCA112A_0313,83548,-1391,,246,1,
ABJY02000008,BBUCA112A_0314,84962,-281,,1401,1,
ABJY02000008,BBUCA112A_0315,85240,-890,mraW,618,1,
ABJY02000008,BBUCA112A_0316,86123,-836,,684,1,
ABJY02000008,BBUCA112A_0317,86956,-1076,,436,1,
ABJY02000008,BBUCA112A_0318,88063,-758,,760,1,
ABJY02000008,BBUCA112A_0319,89093,-839,,614,1,
ABJY02000008,BBUCA112A_0320,89922,-530,,1089,1,
ABJY02000008,BBUCA112A_0321,90496,-578,rrmJ-1,932,1,
ABJY02000008,BBUCA112A_0322,92168,1043,,470,1,
ABJY02000008,BBUCA112A_0323,92854,686,,874,1,
ABJY02000008,BBUCA112A_0324,92856,-806,,720,1,
ABJY02000008,BBUCA112A_0325,93663,-932,,584,1,
ABJY02000008,BBUCA112A_0326,94592,-1460,,219,1,
ABJY02000008,BBUCA112A_0327,96052,-1052,,417,1,
ABJY02000008,BBUCA112A_0328,97515,-1058,,422,1,
ABJY02000008,BBUCA112A_0330,99984,1136,,375,1,
ABJY02000008,BBUCA112A_0331,100440,359,,1272,1,
ABJY02000008,BBUCA112A_0332,100462,-1109,,399,1,
ABJY02000008,BBUCA112A_0333,101622,-2795,,32,1,
ABJY02000008,BBUCA112A_0334,104438,-896,,586,1,
ABJY02000008,BBUCA112A_0335,107327,1571,,159,3,
ABJY02000008,BBUCA112A_0336,109034,1586,,159,4,
ABJY02000008,BBUCA112A_0337,110802,1625,,159,5,
ABJY02000008,BBUCA112A_0338,112080,920,,595,1,
ABJY02000008,BBUCA112A_0339,113142,1049,,427,1,
ABJY02000008,BBUCA112A_0340,114026,872,,599,1,
ABJY02000008,BBUCA112A_0341,114998,971,,530,1,
ABJY02000008,BBUCA112A_0342,115011,-731,,723,1,
ABJY02000008,BBUCA112A_0343,117183,1301,eno,250,1,
ABJY02000008,BBUCA112A_0344,117250,-410,rpsI,1228,1,
ABJY02000008,BBUCA112A_0345,117680,-440,rplM,1158,1,
ABJY02000008,BBUCA112A_0346,118170,-809,,686,1,
ABJY02000008,BBUCA112A_0347,118972,-395,,220,,
ABJY02000008,BBUCA112A_0348,119379,-1049,,220,1,
ABJY02000008,BBUCA112A_0349,120418,-1445,,224,1,
ABJY02000008,BBUCA112A_0350,121874,-275,gatC,1400,1,
ABJY02000008,BBUCA112A_0351,122159,-2096,,80,1,
ABJY02000008,BBUCA112A_0352,124258,-1199,,345,1,
ABJY02000008,BBUCA112A_0353,125469,-650,,890,1,
ABJY02000008,BBUCA112A_0354,127730,1418,,236,1,
ABJY02000008,BBUCA112A_0355,129261,1433,pyk,231,1,
ABJY02000008,BBUCA112A_0356,130019,740,,794,1,
ABJY02000008,BBUCA112A_0357,130038,-242,rpmB,1407,1,
ABJY02000008,BBUCA112A_0358,130334,-1565,,169,1,
ABJY02000008,BBUCA112A_0359,133136,1127,,386,1,
ABJY02000008,BBUCA112A_0360,133140,-1799,,129,1,
ABJY02000008,BBUCA112A_0361,134952,-842,,481,1,
ABJY02000008,BBUCA112A_0362,135937,-488,,1126,1,
ABJY02000008,BBUCA112A_0363,136465,-593,,993,1,
ABJY02000008,BBUCA112A_0364,137051,-731,,813,1,
ABJY02000008,BBUCA112A_0365,137786,-1427,,211,1,
ABJY02000008,BBUCA112A_0367,140849,1142,,383,1,
ABJY02000008,BBUCA112A_0368,141835,986,lgt,533,1,
ABJY02000008,BBUCA112A_0369,143868,2012,,90,1,
ABJY02000008,BBUCA112A_0370,144342,380,mgsA,1263,1,
ABJY02000008,BBUCA112A_0371,144389,-584,,999,1,
ABJY02000008,BBUCA112A_0372,146475,1376,,255,1,
ABJY02000008,BBUCA112A_0373,146761,278,,1328,1,
ABJY02000008,BBUCA112A_0374,146783,-1058,,454,1,
ABJY02000008,BBUCA112A_0375,147861,-2291,,59,1,
ABJY02000008,BBUCA112A_0376,150163,-1217,tyrS,336,1,
ABJY02000008,BBUCA112A_0377,151377,-1337,glyS,279,1,
ABJY02000008,BBUCA112A_0378,152732,-1472,gltX,199,1,
ABJY02000008,BBUCA112A_0379,154217,-767,,583,1,
ABJY02000008,BBUCA112A_0380,156248,1139,,381,1,
ABJY02000008,BBUCA112A_0381,156984,713,mtnN-1,837,1,
ABJY02000008,BBUCA112A_0382,158159,1178,metK,357,1,
ABJY02000008,BBUCA112A_0383,158629,473,luxS,1054,1,
ABJY02000008,BBUCA112A_0384,158640,-662,,902,1,
ABJY02000008,BBUCA112A_0385,159329,-419,,1196,1,
ABJY02000008,BBUCA112A_0386,159799,-1364,mgtE,244,1,
ABJY02000008,BBUCA112A_0387,161217,-1424,,223,1,
ABJY02000008,BBUCA112A_0388,162754,-1025,,5007,1,
ABJY02000008,BBUCA112A_0389,163866,-1019,,426,1,
ABJY02000008,BBUCA112A_0390,164927,-1061,,403,1,
ABJY02000008,BBUCA112A_0391,166305,-1025,,472,1,
ABJY02000008,BBUCA112A_0392,167428,-473,rpsG,1147,1,
ABJY02000008,BBUCA112A_0393,167926,-374,rpsL,1276,1,
ABJY02000008,BBUCA112A_0394,168368,-3071,rpoC,12,1,
ABJY02000008,BBUCA112A_0395,171391,-1109,,12,,
ABJY02000008,BBUCA112A_0396,172516,-3467,rpoB,18,1,
ABJY02000008,BBUCA112A_0397,176066,-374,rplL,1269,1,
ABJY02000008,BBUCA112A_0398,176511,-488,,1121,1,
ABJY02000008,BBUCA112A_0399,177004,-680,rplA,884,1,
ABJY02000008,BBUCA112A_0400,177684,-431,rplK,1180,1,
ABJY02000008,BBUCA112A_0401,178160,-560,nusG,1045,1,
ABJY02000008,BBUCA112A_0402,178744,-170,secE,1713,1,
ABJY02000008,BBUCA112A_0404,179023,-179,rpmG,1670,1,
ABJY02000008,BBUCA112A_0406,179376,-848,,611,1,
ABJY02000008,BBUCA112A_0407,180238,-1022,,448,1,
ABJY02000008,BBUCA112A_0408,182270,641,,826,1,
ABJY02000008,BBUCA112A_0409,182280,-1550,,191,1,
ABJY02000008,BBUCA112A_0410,185145,1208,,343,1,
ABJY02000008,BBUCA112A_0411,185151,-1466,proS,206,1,
ABJY02000008,BBUCA112A_0412,186670,-632,,889,1,
ABJY02000008,BBUCA112A_0413,187929,416,,1130,1,
ABJY02000008,BBUCA112A_0414,188537,611,,959,1,
ABJY02000008,BBUCA112A_0415,189159,611,,964,1,
ABJY02000008,BBUCA112A_0416,189212,-1118,manA,395,1,
ABJY02000008,BBUCA112A_0417,190327,-1877,,114,1,
ABJY02000008,BBUCA112A_0418,193007,629,,887,1,
ABJY02000008,BBUCA112A_0419,193885,881,,629,1,
ABJY02000008,BBUCA112A_0420,194648,-620,,953,1,
ABJY02000008,BBUCA112A_0421,194660,284,,759,1,
ABJY02000008,BBUCA112A_0422,196376,857,,651,1,
ABJY02000008,BBUCA112A_0423,197536,1127,,371,1,
ABJY02000008,BBUCA112A_0424,198775,1214,,339,1,
ABJY02000008,BBUCA112A_0425,199447,635,,909,1,
ABJY02000008,BBUCA112A_0426,200499,1028,,406,1,
ABJY02000008,BBUCA112A_0427,200518,-923,,585,1,
ABJY02000008,BBUCA112A_0428,201444,-4484,,9,1,
ABJY02000008,BBUCA112A_0430,206160,-2933,rrl,-1,,r
ABJY02000007,BBUCA112A_0440,812,-839,,622,1,
ABJY02000007,BBUCA112A_0441,1784,-560,,976,1,
ABJY02000007,BBUCA112A_0444,3681,-1537,rrs,-1,,r
ABJY02000007,BBUCA112A_0445,5427,-548,,1067,1,
ABJY02000007,BBUCA112A_0446,6070,-695,,771,1,
ABJY02000007,BBUCA112A_0447,7273,251,,1350,1,
ABJY02000007,BBUCA112A_0448,7303,-389,,1243,1,
ABJY02000007,BBUCA112A_0449,8411,605,,973,1,
ABJY02000007,BBUCA112A_0450,9272,752,,3,1,
ABJY02000007,BBUCA112A_0451,9988,713,,829,1,
ABJY02000007,BBUCA112A_0452,10243,-782,spo0J,716,1,
ABJY02000007,BBUCA112A_0453,11144,-2432,gyrA,51,1,
ABJY02000007,BBUCA112A_0454,13588,-1904,gyrB,102,1,
ABJY02000007,BBUCA112A_0455,17140,1460,dnaA,216,1,
ABJY02000007,BBUCA112A_0456,18538,1157,dnaN,369,1,
ABJY02000007,BBUCA112A_0457,18929,299,,1274,1,
ABJY02000007,BBUCA112A_0458,19176,155,rpmH,1816,1,
ABJY02000007,BBUCA112A_0459,19516,359,rnpA,1302,1,
ABJY02000007,BBUCA112A_0460,21137,1634,,170,1,
ABJY02000007,BBUCA112A_0461,21878,728,,802,1,
ABJY02000007,BBUCA112A_0462,22991,1067,,444,1,
ABJY02000007,BBUCA112A_0463,24237,1079,fbaA,431,1,
ABJY02000007,BBUCA112A_0464,24306,-254,,,,
ABJY02000007,BBUCA112A_0465,24622,-1760,aspS,142,1,
ABJY02000007,BBUCA112A_0466,26386,-2105,,77,1,
ABJY02000007,BBUCA112A_0467,28494,-275,,1402,1,
ABJY02000007,BBUCA112A_0468,28782,-293,,1336,1,
ABJY02000007,BBUCA112A_0469,29065,-1259,rpoN,311,1,
ABJY02000007,BBUCA112A_0470,30327,-533,,1001,1,
ABJY02000007,BBUCA112A_0471,30875,-704,,846,1,
ABJY02000007,BBUCA112A_0472,32509,-1151,,366,1,
ABJY02000007,BBUCA112A_0473,32512,842,,579,1,
ABJY02000007,BBUCA112A_0474,34706,989,,527,1,
ABJY02000007,BBUCA112A_0475,35315,605,,921,1,
ABJY02000007,BBUCA112A_0476,35367,-1811,uvrC,130,1,
ABJY02000007,BBUCA112A_0477,38820,1505,,184,1,
ABJY02000007,BBUCA112A_0478,40123,1310,,267,1,
ABJY02000007,BBUCA112A_0481,40448,-713,,822,1,
ABJY02000007,BBUCA112A_0485,43386,1682,,148,1,
ABJY02000007,BBUCA112A_0486,43690,299,,1376,1,
ABJY02000007,BBUCA112A_0487,44370,509,,1009,1,
ABJY02000007,BBUCA112A_0488,45181,527,,1080,1,
ABJY02000007,BBUCA112A_0489,45873,695,,840,1,
ABJY02000007,BBUCA112A_0490,46642,791,,691,1,
ABJY02000007,BBUCA112A_0491,47328,689,,865,1,
ABJY02000007,BBUCA112A_0492,48076,746,,675,1,
ABJY02000007,BBUCA112A_0493,48599,512,lspA,1110,1,
ABJY02000007,BBUCA112A_0494,48823,179,,1493,1,
ABJY02000007,BBUCA112A_0495,49658,821,,693,1,
ABJY02000007,BBUCA112A_0496,51031,1283,murA,289,1,
ABJY02000007,BBUCA112A_0497,53056,1364,,253,1,
ABJY02000007,BBUCA112A_0498,53254,-389,,1251,1,
ABJY02000007,BBUCA112A_0499,55322,1184,tuf,352,1,
ABJY02000007,BBUCA112A_0500,55684,311,rpsJ,1364,1,
ABJY02000007,BBUCA112A_0501,56340,620,rplC,939,1,
ABJY02000007,BBUCA112A_0502,56979,629,rplD,898,1,
ABJY02000007,BBUCA112A_0503,57296,296,rplW,1381,1,
ABJY02000007,BBUCA112A_0504,58151,833,rplB,670,1,
ABJY02000007,BBUCA112A_0505,58439,278,rpsS,1406,1,
ABJY02000007,BBUCA112A_0506,58808,362,rplV,1238,1,
ABJY02000007,BBUCA112A_0507,59693,881,rpsC,631,1,
ABJY02000007,BBUCA112A_0508,60114,416,rplP,1221,1,
ABJY02000007,BBUCA112A_0509,60317,197,rpmC,1571,1,
ABJY02000007,BBUCA112A_0510,60574,254,rpsQ,1444,1,
ABJY02000007,BBUCA112A_0511,60970,368,rplN,1285,1,
ABJY02000007,BBUCA112A_0512,61290,305,rplX,1367,1,
ABJY02000007,BBUCA112A_0513,61844,548,rplE,1068,1,
ABJY02000007,BBUCA112A_0514,62046,185,rpsN,1639,1,
ABJY02000007,BBUCA112A_0515,62454,398,rpsH,1240,1,
ABJY02000007,BBUCA112A_0516,63013,542,rplF,1081,1,
ABJY02000007,BBUCA112A_0517,63390,359,rplR,1300,1,
ABJY02000007,BBUCA112A_0518,63900,497,rpsE,1119,1,
ABJY02000007,BBUCA112A_0519,64209,215,,1363,1,
ABJY02000007,BBUCA112A_0520,64646,437,rplO,1183,1,
ABJY02000007,BBUCA112A_0521,65963,1304,,296,1,
ABJY02000007,BBUCA112A_0523,66484,377,rpsM,1267,1,
ABJY02000007,BBUCA112A_0524,66903,392,rpsK,1234,1,
ABJY02000007,BBUCA112A_0525,67953,1034,rpoA,484,1,
ABJY02000007,BBUCA112A_0526,68346,371,rplQ,1279,1,
ABJY02000007,BBUCA112A_0527,69951,1532,,194,1,
ABJY02000007,BBUCA112A_0528,70729,788,,714,1,
ABJY02000007,BBUCA112A_0529,71498,-746,,707,1,
ABJY02000007,BBUCA112A_0530,71501,791,rrmJ-2,745,1,
ABJY02000007,BBUCA112A_0531,73632,1301,engA,288,1,
ABJY02000007,BBUCA112A_0532,74888,1259,,307,1,
ABJY02000007,BBUCA112A_0533,75571,686,,866,1,
ABJY02000007,BBUCA112A_0534,82091,6500,,241,1,
